fragment,counter
[*]OC1:C:C:N([*]):C(=O):C:1,1
[*]C1:C:C:C:C(N):C:1C,1
[*]OC1:C:C:N(C[*]):C(=O):C:1,1
[*]N1:C:C:C([*]):C:C:1=O,2
[*]CN1:C:C:C([*]):C:C:1=O,1
NC1:N:N:C(S):S:1,1
[*][C@@]1(O)CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
[*]N1C[C@@H](CCl)C2:C1:C:C(O):C1:[NH]:C:C(C):C:2:1,1
[*]N1C[C@H](O)[C@@H](CO)C1,1
[*]CC1:C:[NH]:C2:C(=O):[NH]:C:N:C:1:2,1
[*]N1CC(C2:C:C:C(S(C)(=O)=O):C:C:2)=C(C2:C:C:C(C):C:C:2)C1=O,1
[*]N[C@@H]1N=C(C2:C:C:C:C:N:2)C2:C:C:C:C:C:2N(CC(=O)C(C)(C)C)C1=O,1
[*]NC1:C:C:C:C(NC):C:1,1
[*]C1:C:C:C:C(NC):C:1,1
[*][C@@H]1N=C(C2:C:C:C:C:N:2)C2:C:C:C:C:C:2N(CC(=O)C(C)(C)C)C1=O,1
[*]C1:N:C(O):C2:O:C3:C:C:C(Cl):C:C:3:C:2:N:1,1
[*]CC1:N:C:C(C):C(OC):C:1C,1
[*]N1:C:N:C2:C(Cl):[NH]:C(=N):N:C:2:1,1
[*]CN1:C:N:C2:C(Cl):[NH]:C(=N):N:C:2:1,1
[*]N1CC=C(C2:C:C:C:C:N:2)CC1,1
[*]N1C(=O)C2:C:C:C:C:C:2OC=C1Cl,1
[*]N1CCCNC2:C1:C(=O):C:2=O,1
[*]C1:C:C2:[NH]:C(=O):N(NS(C)(=O)=O):C(=O):C:2:C:C:1[*],1
[*]C1:C:C([C@]2(C3:C:C:C:C([*]):C:3)N=C(N)C3:C(F):C:C:C:C:32):C:C:N:1,1
[*]C1:N:C(C2=C(C3:C:[NH]:C4:C:C:C:C:C:3:4)C(O)=NC2=O):C2:C:C:C:C:C:2:N:1,1
[*]C(=O)C1:C:C:C([*]):C2:O:C3:C:C:C(N[*]):C:C:3:C:1:2,1
[*]C(=O)C1:C:C:C([*]):C2:O:C3:C:C:C([*]):C:C:3:C:1:2,1
[*]NCCCCCCC(=O)NO,2
[*]C(=O)C1:C:N:C([*]):N:C:1,2
[*]C(=O)C1:C:N:C(N([*])[*]):N:C:1,2
[*]C(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,1
[*]N1:C:C(C):C:C:1[*],1
[*]NC1:S:N:N:C:1[*],1
[*]C(=O)C1:C:C:C(C):N([*]):C:1=O,1
[*]OC1:C:C2:C:N:N(C):C:2:C:C:1[*],1
[*]C1:C:C2:C:N:N(C):C:2:C:C:1[*],1
[*]N1:C:C(Cl):C(N):N:C:1=O,1
CC[C@@]1(O)C(=O)OCC2:C1:C:C1:N(:C:2=O)CC2:C1:N:C1:C:C:C(O):C:C:1:C:2[Si](C)(C)C(C)(C)C,1
CC[C@@]1(O)C(=O)OCC2:C1:C:C1:N(:C:2=O)CC2:C:C3:C:C(O):C:C:C:3:N:C:21,1
[*]C1:C:C2:C:C:C:C(OC):C:2:[NH]:1,1
[*]C1:N:C([*]):N2:N:C:N:C(N):C:1:2,1
[*]N[C@H]1CCN([*])C1,2
[*]CCC1:C:[NH]:C(=S):N:1[*],1
[*][C@H]1COC2:C(F):C:C(F):C:C:2C1,2
[*]N1:C([*]):C:[NH]:C:1=S,2
[*]C1:C:C:C2:S:C(C):N:C:2:C:1,1
[*][C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H]([*])C(=O)C(C)(C)[C@@H](O)CC(=O)O1,1
[*]CC1:C:C:C(S(=O)(=O)N2:C:C:C(C[*]):C:2):C:C:1,1
[*]N1:C(=O):C(=O):[NH]:C2:C:C([*]):C([*]):C:C:2:1,1
[*]CC1:N:C:C:C:N:1,1
[*]N1CCOC2:C:C:C([*]):C:C:2C1=O,1
[*]CN1CCOC2:C:C:C([*]):C:C:2C1=O,1
[*][C@H]([*])C1:C:C:C:C:C:1,1
[*][C@@H]([*])[C@@H]1CNCCO1,1
[*]O[C@H]([*])C1:C:C:C:C:C:1,1
[*]O[C@@H]([*])[C@@H]1CNCCO1,1
[*]NC1:C:C:C(S(F)(F)(F)(F)F):C:C:1,1
[*]C1:C:C:C(S(F)(F)(F)(F)F):C:C:1,1
[*]C1:N:C2:N:C(C):C:C([*]):N:2:N:1,1
[*]OCCS(C)(=O)=O,1
CC1(C)OC(C2:C:C:C(S(N)(=O)=O):C:C:2)=C(C2:C:C:C:C(F):C:2)C1=O,1
[*]C1:C:C2:C(C):N:C(N):N:C:2:N(CC):C:1=O,1
[*]C(=O)C1:C:[NH]:C2:C:C:S:C:2:C:1=O,1
[Sm],1
COC(=O)CC[C@@H]1N=C(C2:C:C:C:C:N:2)C2:C:C(Br):C:C:C:2N2:C(C):C:N:C:21,1
[*]N1:C:C2:C(=N):[NH]:N(C):C3:N:C:N:C:1:C:2:3,1
[*]CCCC[C@@H](C)O,1
[*]OC1:C:C:C:C(O):C:1,1
[*]C(C)(C)CCC([*])([*])C(N)=O,1
[*]O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1
[*]NC1:C:C:C2:C(:C:1)CC[C@@H]([*])CC2,1
[*][C@H]1CCC2:C:C:C([*]):C:C:2CC1,1
[*]N1:N:C([*]):N:C:1N,1
[*]C1:C:C2:C(:N:N:1)C1:C:C:C:C:C:1CCC2,1
[*]NC1:N:C(N):N([*]):N:1,1
[*]N1CC(F)(F)CCC1=O,1
[*]N1CCC2:C([*]):N:C([*]):N:C:2C1,2
[*][C@H]([*])C(=O)OC,1
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2N1:C:N:C2:C:C:C:C:C:2:1,1
[*]CC/N=C(\O)OC,1
[*]OCC/N=C(\O)OC,1
[*]O[C@H]([*])C1:C:C:C:C(Cl):C:1,1
[*][C@H]1CCCOC1,1
[*][C@H]([*])C1:C:C:C:C(Cl):C:1,1
[*]C[C@@H](C/N=C(\O)N1CCC[C@@H]([*])C1)NC,1
[*]O[C@@H]([*])[C@@H]1CCCN(/C(O)=N/C[C@H](C[*])NC)C1,1
[*][C@@H]([*])[C@@H]1CCCN(/C(O)=N/C[C@H](C[*])NC)C1,1
[*]C(=O)C1:C:N:C2:C:C(C):N:N:2:C:1,1
[*]NCC(C)(C)N[*],1
[*]C(C)(C)CN[*],1
O=C1NS(=O)(=O)C2:C:C:C:C:C:21,1
[*][C@@](C)(O)C(F)(F)F,1
[*]CCN1C(=O)C2:C:C:C:C(O):C:2NC2:C(O):C:C(O):C:C:21,1
C[S@@+]([O-])CCCCN=C=S,1
[*]SCCCCCCCCCCCC,1
[*]CC([*])CS[*],1
[*]OC(C[*])CS[*],1
[*]NC1:C:C:C2:C(:C:1)C[C@@]1(C2)C(=O)NC2:N:C:C:C:C:21,1
[*]N1C(=O)C2(CCCC2)NC[C@H]1[*],1
[*]C1:C:C:C(O):C([131I]):C:1,1
[*]OC1:C:C:C(O):C([131I]):C:1,1
[*]OC1:C([131I]):C:C([*]):C:C:1[131I],1
[*]C1:C:C([131I]):C([*]):C([131I]):C:1,1
[*]C(=O)C1:C:C(S(C)(=O)=O):C:C:C:1O[*],1
[*]C(=O)C1:C:C(S(C)(=O)=O):C:C:C:1[*],1
[*]C1:N:C:C([*]):C:C:1F,1
[*]N1CCN2C(=O)CC[C@H]2C1,1
[*]CC1:C:C:C([*]):N:C:1[*],1
[*]O/N=C(\O)C1:C:C:C(F):C(F):C:1[*],1
[*]O/N=C(\O)C1:C:C:C(F):C(F):C:1N[*],1
[*]SC1CCC(N)CC1O,1
[*]C1(C)CC1,1
[*]C1:C:C(=O):O:C2:[NH]:C(=O):[NH]:C(=O):C:1:2,1
[*]CCC[*],3
[*]OC1:C:C:C([*]):C(O[*]):C:1[*],1
[*]OC1:C([*]):C:C:C([*]):C:1[*],1
[*]OC1:C:C:C([*]):C([*]):C:1[*],1
[*]C1:C:C:C([*]):C([*]):C:1[*],1
[*]SC1:C:C:C([*]):C(O):C:1[*],1
NC1:N:C2:C(:N:C:N:2/C=C2/CC2(CO)CO):C(=O):[NH]:1,1
[*]C(=O)C1:C(I):C([*]):C(I):C(C([*])=O):C:1I,1
[*]CCN1:C(=S):[NH]:C(=O):C2:[NH]:C:C:C:2:1,1
[*]N1:C(=S):[NH]:C(=O):C2:[NH]:C:C:C:2:1,1
[*]C(=O)[C@@H]1CCOC2:C:C:C([N+](=O)[O-]):C:C:2C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N1,1
[*]CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H]([*])[C@@H](OC)/C=C\C=C(C)\C(O)=N\C(=CC1=O)C2=O,1
[*]CCC1:C:C:C(Cl):C:C:1,1
[*]OC1:N:C(N):C2:N:C:N([*]):C:2:N:1,1
CC/N=C(\O)CC[C@H](N)C(=O)O,1
[*]C1:C(F):C:C2:C(=O):C([*]):C:N3:C:2:C:1CCC3C,1
[*]CC(O)CC[*],1
[*]OCC(O)CC[*],1
CC1(C)CC(O)CC(C)(C)N1O,1
[*]S[C@@H]1C(=O)N(C)[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N(C)C([*])C(=O)N[C@@H](CC)C(=O)N1C,1
[*]C1C(=O)N[C@@H](CC)C(=O)N(C)[C@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N(C)[C@@H]([*])C(=O)N1C,1
CCCCCCCCO,1
[*]OC1:C(C):C2:C(:C3:C:1C[C@H]1[C@H]4C5:C(:C:C(C):C(OC):C:5O)C[C@@H]([C@H](O)N1[C@H]3CN[*])N4C)OCO2,1
[*]N1:C(=O):[NH]:C2:N:C:C:C:C:2:1,1
[*]O[C@@H]1CC[C@@H]([*])[C@H](N)C2:C:C:C:N:C:21,1
[*]C(=O)O[C@@H]1CC[C@@H]([*])[C@H](N)C2:C:C:C:N:C:21,1
NCC1:C:C(O):N:O:1,1
[*]CCC1:C2:C(:N:C3:C:C:C:C:C:1:3)C1:C:C3:C(:C(=O):N:1C2)COC(=O)[C@]3(O)CC,1
[*]N1C(=O)N(C)[C@@]([*])(CO)C1=O,1
[*]OC[C@H]1CC[C@H](C[*])CC1,1
[*]OC[C@H]1CC[C@H](CO[*])CC1,1
[*]N[C@@H]1C(=O)N(C)CCC2:C:C:C:C:C:21,1
[*]C(=O)[C@@H](O)C(C)C,1
[*]CCC1CCOCC1,2
[*]OC1:C:C:C(CN[*]):C:C:1OC,1
[*]NCC1:C:C:C([*]):C(OC):C:1,1
[*]C1:C:N:C([*]):C:N:1,2
[*]OC1:C:N:C([*]):C:N:1,1
[*]CCN1:C(=O):[NH]:C2:C:C:C:C:C:2:C:1=O,1
[*]N1CCC(C([*])=O)CC1,1
[*]C1:N:C(F):C:N:C:1O,1
CN1C2C(=O)C3:C:C:C:C:C:3C1C1=C2C(=O)C2:C:C:C:C:C:2C1=O,1
[*]C(=O)C1:C:C:N:N:1C,1
[*]C[C@](C)(N)C(C)(C)C,1
[*]OC[C@](C)(N)C(C)(C)C,1
[*]O[C@H]1[C@H]([*])C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H]([*])[C@]([*])(C)CC[C@]12C,1
[*][C@H]1[C@H]([*])C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H]([*])[C@]([*])(C)CC[C@]12C,1
[*]N1:N:C:N:C:1[*],1
[*]N1:C(CC):N:C2:C(N):N:C3:C:C:C:C:C:3:C:2:1,1
[*]C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,1
[*]C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,1
[*]N1C/C(=N/OC)C2(CNC2)C1,1
[*][C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,1
[BaH2],1
[*]C(=O)C1:C:C(OC):C(OC):C:C:1O,1
[*]N1CCC(O)NC1=O,1
[*]OC1:C:C2:C(:C:C:1SC)N([*])CC([*])([*])CS2(=O)=O,1
[*]N1CC([*])([*])CS(=O)(=O)C2:C:C([*]):C(SC):C:C:21,1
[*]O[C@H]1CC(=O)N(C)C2:C:C(:C:C(OC):C:2Cl)C/C(C)=C\C=C\[C@@H](OC)[C@@]2(O)C[C@H](OC(=O)N2)[C@@H](C)[C@@H]2O[C@@]12C,1
[*]C(=O)[C@H](C)N([*])C,1
[*]C(=O)CCC([*])(C)C,1
[*]SSCCC(C(N)=O)S(=O)(=O)O,1
[*]CCC(C(N)=O)S(=O)(=O)O,1
[*]C(=O)CCC(C)(C)SS[*],1
[*]OC1:C:C:C2:C(:C:1)OC[C@H]2CC(=O)O,1
[*]CCCS(C)(=O)=O,3
[*]C1:C:C:C2:C(:C:1)OC[C@H]2CC(=O)O,1
[*]OCCCS(C)(=O)=O,2
[*][C@@]1(CN)C[C@@H]2CC[C@@H]2C1,1
[*]C(=O)[C@H](CCCN[*])N[*],1
[*]CCCC(N)=O,1
[*]C(=O)C[N+]1:C:S:C(C):C:1C,1
[*]NS(=O)(=O)C1:C:C:C:C(/N=C2\[NH]:C([*]):N:C:C:2C):C:1,1
[*]NC1:N:C:C(C)/C(=N/C2:C:C:C:C(S(=O)(=O)N[*]):C:2):[NH]:1,1
[*]N[C@H]1C2CC3CC1C[C@@]([*])(C3)C2,1
[*]C(=O)C1:N:C:C(C#N):[NH]:1,1
[*]C1CC(C)(C)OC(C)(C)C1,1
[*]NC1:C:C:C([*]):N:C:1C1=CCC(C)(C)CC1,1
[*]S(=O)(=O)C1:C:C:C:C(C#N):C:1,1
[*]NC1:C:C:C(C):C2:C(C#N):C:[NH]:C:1:2,1
[*]NS(=O)(=O)C1:C:C:C:C(C#N):C:1,1
[*]C1:C:C:C(C):C2:C(C#N):C:[NH]:C:1:2,1
[*]N1:[NH]:N:N:C:1=N,1
[*]NCC1:C:C:C(/C(N)=N/OC):C:C:1,1
[*]O[C@H]1/C=C/[C@H](C)[C@@H](C([*])C)OC(=O)C[C@H](O)CC[C@@]1(C)O,2
[*]O[C@H]1/C=C/[C@H](C)[C@@H](/C(C)=C/C[*])OC(=O)C[C@H](O)CC[C@@]1(C)O,2
[*]C(C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H]([*])/C=C/[C@@H]1C,2
[*]C/C=C(\C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H]([*])/C=C/[C@@H]1C,2
[*]C/C=C/[C@](C)(O)C[*],1
[*][C@H](C)[C@@H](O)CC,1
[*]C[C@](C)(O)C[*],1
[*][C@H]1O[C@@H]1[*],1
C[C@H]1N=C(N(C)C)N=C(N)N1,1
O=[O+][O-],1
[*]O/N=C(\CCC(=O)O)C1:C:C:C:C:C:1,1
[*]CC1:N:C([*]):O:C:1C,1
[*]OCC1:N:C([*]):O:C:1C,1
[*]C1:N:C(C):N:O:1,1
[*]C1:C:C:C(OC):C:C:1C,2
[*]NC1:C:C(C):N:C2:C([*]):C(C):N:N:1:2,1
[*]C(=O)C(C)(F)F,1
[*]N[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2,1
[*]NCC1:C:C:C([123I]):C:C:1,1
[*]CC1:C:C:C([123I]):C:C:1,1
[*]NCCCC[C@H](N[*])C(=O)O,4
[*]CCCC[C@H]([*])C(=O)O,3
[*][C@@H](CCCCN[*])C(=O)O,4
CC[C@@]1(O)C(=O)OCC2:C1:C:C1:N(:C:2=O)CC2:C:C3:C(N):C:C:C:C:3:N:C:21,1
[*]N1C[C@H](C)[C@]([*])(O)[C@H](C)C1,1
[*]C(=O)[C@@H]1CN([*])C[C@H]1[*],1
[*][C@@H]1CCCN1CC,1
[*]C/N=C(\O)C1:C(O):C(Cl):C:C(Cl):C:1OC,1
CNCC(=O)O,1
CN1CCCC1=O,1
[*]NC1:N:C:C([*]):C(C):N:1,1
[*]C1:N:C2:C(C):C:C(C):C:C:2:[NH]:1,1
[*]C1:N:C:C:C(O):N:1,1
[*]N(C)C1:N:C:C:C(O):N:1,1
[*]CC1:N:C([*]):C([*]):C([*]):N:1,1
[*]CC1:C:C(Cl):C(N[*]):C:C:1OC,1
[*]NCC1:C:C(Cl):C(N[*]):C:C:1OC,1
[*]N1C[C@@H]2CN[C@@H]2C1,1
[*]C1:C:N:C(Cl):C(Cl):C:1,1
[*]C(=O)CCCCCCCCCCCC[*],1
[*][C@@H]1C[C@H](CO)[C@H]1CO,1
[*]OCCCNC,1
[*]OC1:C:C(F):C([*]):C(F):C:1,1
[*]NC1:C([*]):C(Cl):N:C2:N:C:N:N:1:2,1
[*]C(O)C1:C:C:C(F):C:C:1,1
[*]NC1:N:C(C([*])O):N:C2:C:C:C:C:C:1:2,1
[*]C(O)C1:N:C([*]):C2:C:C:C:C:C:2:N:1,1
[*]N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,1
[*]N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N[*],1
[*][C@@H]1NC(=O)[C@H]([*])NC(=O)[C@@H]2CNC(=O)C[C@H](NC1=O)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N2,1
[*]C[C@@H]1NC(=O)[C@@H]2CC(=O)NC[C@H](NC(=O)[C@H]([*])NC1=O)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N2,1
[*]C[C@@H]1NC(=O)[C@H]([*])NC(=O)[C@@H]2CC(=O)NC[C@H](NC1=O)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N2,1
[*]C[C@@H]1NC(=O)[C@@H]2CC(=O)NC[C@H](NC(=O)[C@H](C[*])NC1=O)C(=O)N[C@@H]([*])C(=O)N[C@@H]([*])C(=O)N2,1
[*]C1:S:S:C(=S):C:1C,1
[*]C1:C:C:C:C2:C:1OCCO2,2
[*]C(=O)[C@@H]1N[C@@H]([*])[C@@]2(C(=O)NC3:C:C(Cl):C:C:C:32)[C@H]1[*],1
[*]CC1:S:C(C):N:C:1C,1
[*]C1:C:N:C2:C(:C:N:N:2CC):C:1[*],1
[*]CC1:N:N:C([*]):O:1,1
[*]NC1:C([*]):C:N:C2:C:1:C:N:N:2CC,1
[*]N1CC[C@]23CC(=O)CC[C@@]2(O)[C@H]1CC1:C:C:C([*]):C(O):C:13,1
[*]N1CC2:C:C:C:C:C:2C1=O,2
[*][C@]12COC[C@H]1CSC(N)=N2,1
[*]NC1:N:O:C(C):C:1C,1
[*]C1:N:O:C(C):C:1C,1
[*]CC1:C:C(C[*]):C:C:C:1[*],1
[*]N1:N:C2:C3:C:C(OC):C:C:C:3:[NH]:C3:C([N+](=O)[O-]):C:C:C:1:C:3:2,1
C1:C:C:C2:C(:C:1)OCC(C1=NCCN1)O2,1
[*][C@@]1(O)[C@H](O)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
[*]NC1:C:C:C(F):C:C:1F,1
[*]C1:C(Br):C:N:N:1C,1
[*]NC1:C:C:C(OC):C([*]):C:1,2
[*]OC1:C:C:C:C(Cl):C:1F,1
[*]C[C@]1([*])CC[C@H]([*])CC1,1
[*]CC1:C:C:C:C([*]):N:1,1
[*]NC1:C:C:C:C(C[*]):N:1,1
[*]O[C@H]1CC[C@@]([*])(C[*])CC1,1
[*]OC1CCC([*])([*])CC1,1
[*]NS(=O)(=O)CCCCC,1
[*]C(=O)C1:C:C:C2:N:C(C):N([*]):C:2:C:1,1
[*]C(=O)C1:C:C:C2:N:C(C):N(C[*]):C:2:C:1,1
[*][C@@H](C)/N=C1/N:C:[NH]:C2:[NH]:C([*]):C:C:1:2,1
[*]N([*])[C@@H](CCC(N)=O)C(=O)O,1
[*][C@@H](CCC(N)=O)C(=O)O,1
[*]CCNC(=S)N[*],1
[*]C1:C:C:C2:C(:C:1)C(=O)OC21C2:C:C:C(O):C:C:2OC2:C:C(O):C:C:C:21,1
[*]C1:C:C:N:C(C):C:1,1
[*]C1:N:C:C([*]):C:C:1C,1
[*]N1CCC2:C(:C3:C:C(F):C:C:C:3:N:2[*])C1,1
[*]C(=O)C1(N[*])CC1,1
[*]OC[C@H]1O[C@@H]([*])C(F)(F)[C@@H]1O,1
[*]C(=O)C1:O:C2:C:C:C:C:C:2:C:1C[*],1
[*]C(=O)[C@@]([*])(C)CC,1
[*]C12CCC([*])(CC1)CC2,2
[*]C1:C:N:C2:C(:N:1)N([C@H]1CC[C@H](OC)CC1)C(=O)CN2,1
[*]NC(=N)N1CCOCC1,1
[*][C@H](C)C1:C:C([*]):O:N:1,1
[*][C@@H](C)C1:C:C:C([*]):C(F):C:1,1
[*]C1:C:C:C(OC):N:C:1C,1
[*]NC1:N:C(C):N:C2:C([*]):C(C):N:N:1:2,1
[*]N[C@H]1CC2:C(:N([*]):C3:C:C:C(C#N):C:C:2:3)C1,1
[*]N[C@H]1CC2:C(:N(C[*]):C3:C:C:C(C#N):C:C:2:3)C1,1
[*]N1:C2:C(:C3:C:C(C#N):C:C:C:3:1)C[C@H]([*])C2,1
[*]CN1:C2:C(:C3:C:C(C#N):C:C:C:3:1)C[C@H]([*])C2,1
[*]NS(=O)(=O)C1:C:C:C2:C(:C:1)CCO2,1
[*]S(=O)(=O)C1:C:C:C2:C(:C:1)CCO2,1
[*][C@H]1CN=C2NC(=N)NC(N)=C2N1,1
[*]CC1:C:C:C(OC):C([*]):C:1,1
[*]CC1:C:C:C(F):C(F):C:1,1
[*]NC1:C:C:C([*]):N:N:1,2
[*]C(=O)C1:C:C:C:N:C:1[*],1
[*]N1:N:N:C([*]):C:1[*],1
[*]CN1:N:N:C([*]):C:1[*],1
[*]C(=O)[C@H](C[*])N([*])C,2
[*]C/C=C/C1:C:C:C2:C(:C:1)OCO2,1
[*]OC1:C:C:C(C[*]):C:C:1F,1
[*]OC1:C:C:C(CN[*]):C:C:1F,1
[*]CC1:C:C:C([*]):C(F):C:1,1
[*]NCC1:C:C:C([*]):C(F):C:1,1
[*]O[C@H]1[C@@]([*])(O)[C@@H]2N(C)C3:C:C(OC):C([C@@]4(C(=O)OC)C[C@@H]5C=C(CC)CN(CCC6:C4:[NH]:C4:C:C:C:C:C:6:4)C5):C:C:3[C@@]23CCN2CC=C[C@]1(CC)[C@H]23,1
[*]C1:N:C(C2=C[C@H](C)NC2):C:S:1,1
[*]SC1=C(C(=O)O)N2C(=O)C([*])[C@H]2[C@H]1C,1
[*][C@@H](C)C1:N:C:C(F):C:N:1,1
[*]NC1:N:C:C(Cl):C(/N=C2\C:C(C):[NH]:[NH]:2):N:1,1
[*]NC1:C:C(C):N(C):N:1,1
[*]C(=O)C1:C:C2:C3:C(:N:C:N:3C):C([*]):N:C:2:N:1CC,1
[*]C1:C:C(C):N(C):N:1,1
[*]C(=O)C1:C:C2:C3:C(:N:C:N:3C):C(N[*]):N:C:2:N:1CC,1
[*]CC1:C(CO):C2:C(:N:1C)C(=O)C=C(N1CC1)C2=O,1
[*]NCC12CC3CC(CC(C3)C1)C2,1
[*]OC(F)(F)Cl,1
[*]C(=O)C1:C:N:C([*]):C([*]):C:1,1
[*]OC1:C:C:C2:C:C(C(=N)N):C:C:C:2:C:1,1
[*]O[C@@H]1C[C@]2(C)C(=O)CC[C@H]2C2=C1[C@]1(C)C(=C(O)C2=O)/C(=C\N([*])[*])C(=O)O[C@@H]1[*],1
[*]CCC1:C:C:C:C([*]):C:1,2
[*]CCC[C@]([*])(C#N)C(C)C,1
[*]N(C)CCC[C@]([*])(C#N)C(C)C,1
[*]N1:C:C(C#CC):C(=O):[NH]:C:1=O,1
O=C1:C2:C:C:C:C:C:2:[Se]:N:1C1:C:C:C:C:C:1,1
[*]NC1:C:C2:[NH]:C([*]):C3:C:N:[NH]:C(=O):C(:C:1):C:2:3,1
[*]N[C@H]1CCC2:C([*]):C:C:C:C:21,1
[*][C@@H](C)/C(O)=N/S(C)(=O)=O,1
[*]N1:C:N:C([*]):C:1O,1
O=C1N=C2C=CC=CN2C12CC1:C:C:C:C:C:1C2,1
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,1
[*]N1:C:C:C(=NCCCCCCCC):C:C:1,1
[*]CCCCCCCCCC[*],1
[*]C[C@@H]1C(=O)NCCN1[*],1
[*]OC[C@@H]1C(=O)NCCN1[*],1
[*]OC1:C:C:C([*]):N:C:1,1
[*][N+](C([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H],1
[*]NC1CN([*])C1,1
[*]C1:C:N:C:S:1,1
[*][C@H]1CC[C@]([*])(O)CC1,1
[*]OCSC,1
[*]O[C@H]1C[C@@]2(O)[C@@H](O[*])[C@@H]3[C@]4(O[*])CO[C@@H]4C[C@H]([*])[C@@]3(C)C(=O)[C@H](O[*])C(=C1C)C2(C)C,1
[*]N1:C:C([*]):C2:C:C([*]):C:C:C:2:1,1
[*]CN1:C:C([*]):C2:C:C([*]):C:C:C:2:1,1
[*][C@H]1C[C@]2(C)[C@@H](CC[C@@]2([*])O)[C@@H]2CCC3=CC(=O)CCC3=C12,1
[*]SC1:C:C2:C(:C:C:1I)OCO2,1
[*]C1:C:C2:C(:C:C:1I)OCO2,1
[*]C([*])(O)C1:C:C:C(Cl):C:C:1,1
[*]C([*])(O)C1:C:N:C:N:1C,1
[*]C([*])(O)C1:C:C:C2:C(:C:1):C([*]):C:C(=O):N:2C,1
[*]C(=O)C1:C:C:C(O[*]):O:1,1
[*]C(=O)C1:C:C:C([*]):O:1,1
[*]OCCCCCCCCCCCCCC,1
[*][C@]1(C2:C:C:C:C:C:2OC)C(=O)N(S(=O)(=O)C2:C:C:C(OC):C:C:2OC)C2:C:C:C(Cl):C:C:21,1
[*]OC1:N:N:C([*]):N:1C,1
[*][C@H](C)C1:C:C([*]):O:N:1,1
[*]C1:N:N:C([*]):N:1C,2
[*]OCC1:C:C:C2:C:C(C[*]):C:C:C:2:C:1,1
[*]CC1:C:C:C2:C:C(C[*]):C:C:C:2:C:1,1
[*]C1(C)CCC2:C:C(O):C:C:C:2O1,1
[*][C@H]1CN(/C(=N/S(=O)(=O)C2:C:C:C(Cl):C:C:2)NC)N=C1C1:C:C:C(Cl):C:C:1,1
[*]C([2H])([2H])C#C,1
[*]N([11CH3])C([2H])([2H])C#C,1
[*]N([11CH3])[C@H](C)C[*],1
[*]OC1:C:C(C[*]):C:C(O[*]):C:1,1
[*]OC1:C:C([*]):C:C(C[*]):C:1,1
[*]N1:C([*]):C([*]):C2:C:C:C:C:C:2:1,1
[*]CN1:C([*]):C([*]):C2:C:C:C:C:C:2:1,1
